      Beta             Mach             AoA             Re/1e6             CL              CDo              CDi             CDtot             CDt            CDtot_t             CS              L/D               E               CFx              CFy              CFz              CMx              CMy              CMz              CMl              CMm              CMn              FOpt 
-25.000000000000   0.600000000000 -25.000000000000  10.000000000000  -7.005895627779   0.104202962198   0.663301281980   0.767504244178   0.748414958113   0.852617920311  -0.268684276028  -9.128152294826   2.827250317497  -2.227484152488   0.080850657934  -6.691457619523   1.127882365572  -1.564205577276   0.045239589045  -1.127882365572  -1.564205577276  -0.045239589045   0.000000000000
-25.000000000000   0.600000000000 -19.444444000000  10.000000000000  -5.652199627361   0.078760269276   0.431046757785   0.509807027061   0.469625247467   0.548385516743  -0.186760740533 -11.086939424791   2.770428128539  -1.371459736389   0.046191046142  -5.509909979783   0.987271376063  -1.278202183175   0.016166727429  -0.987271376063  -1.278202183175  -0.016166727429   0.000000000000
-25.000000000000   0.600000000000 -13.888889000000  10.000000000000  -4.205576630949   0.056329606318   0.244345563545   0.300675169863   0.256532186939   0.312861793257  -0.114593966740 -13.987109852996   2.600586224908  -0.697955118184   0.023213413233  -4.159655265069   0.836193862044  -0.929787750185  -0.001008411431  -0.836193862044  -0.929787750185   0.001008411431   0.000000000000
-25.000000000000   0.600000000000  -8.333333000000  10.000000000000  -2.683393421798   0.039026477655   0.111426081652   0.150452559307   0.113407560437   0.152434038092  -0.057648400886 -17.835478732665   2.115859584083  -0.229886524788   0.011336804456  -2.678354575007   0.677876151652  -0.535348288174  -0.006997727097  -0.677876151652  -0.535348288174   0.006997727097   0.000000000000
-25.000000000000   0.600000000000  -2.777778000000  10.000000000000  -1.117854094987   0.028509054973   0.038684984226   0.067194039199   0.037769525623   0.066278580596  -0.019474849350 -16.636209227974   0.822161653610   0.014873809782   0.010747220428  -1.119890777431   0.509855771531  -0.105535996701  -0.001498673479  -0.509855771531  -0.105535996701   0.001498673479   0.000000000000
-25.000000000000   0.600000000000   2.777778000000  10.000000000000   0.468462776340   0.025690576743   0.029205411097   0.054895987840   0.030003683964   0.055694260707  -0.002601380580   8.533643254656   0.176736924188   0.028089479397   0.020842395481   0.470376748124   0.334639150760   0.338746308066   0.014753412936  -0.334639150760   0.338746308066  -0.014753412936   0.000000000000
-25.000000000000   0.600000000000   8.333333000000  10.000000000000   2.045332980570   0.030776907575   0.083435024337   0.114211931913   0.089899748202   0.120676655777  -0.008187313534  17.908225054231   1.619325989237  -0.190592069779   0.040847822124   2.039241162116   0.155269918056   0.779406755934   0.041031118193  -0.155269918056   0.779406755934  -0.041031118193   0.000000000000
-25.000000000000   0.600000000000  13.888889000000  10.000000000000   3.583181142924   0.043181569670   0.198757259019   0.241938828689   0.219475713201   0.262657282872  -0.035516901920  14.810277301680   2.346117047807  -0.632674590777   0.070058522446   3.534656647508  -0.026588396228   1.202114139470   0.076422581924   0.026588396228   1.202114139470  -0.076422581924   0.000000000000
-25.000000000000   0.600000000000  19.444444000000  10.000000000000   5.054130155066   0.061573746930   0.369480425856   0.431054172786   0.419995168150   0.481568915080  -0.081714132994  11.725046349511   2.619863782642  -1.281532810164   0.108113210175   4.907412934939  -0.207234005136   1.592820488287   0.120443706773   0.207234005136   1.592820488287  -0.120443706773   0.000000000000
-25.000000000000   0.600000000000  25.000000000000  10.000000000000   6.435549035298   0.084059284694   0.587450516753   0.671509801447   0.690248519068   0.774307803762  -0.142555934358   9.583700820793   2.726695068219  -2.113604465170   0.154592751632   6.115252753528  -0.387135229361   1.936174087096   0.172187371310   0.387135229361   1.936174087096  -0.172187371310   0.000000000000
-19.444444000000   0.600000000000 -25.000000000000  10.000000000000  -7.563131432113   0.114807802065   0.730989431427   0.845797233492   0.817845684912   0.932653486977  -0.238884839377  -8.942014861987   2.989886871454  -2.401413056301   0.056299735933  -7.225194921858   1.022306694676  -1.697799814440   0.020903542514  -1.022306694676  -1.697799814440  -0.020903542514   0.000000000000
-19.444444000000   0.600000000000 -19.444444000000  10.000000000000  -6.078344430137   0.085264861046   0.472395143127   0.557660004172   0.511835923039   0.597100784084  -0.166542030331 -10.899731708674   2.928996381515  -1.475296345837   0.028597676845  -5.925172976744   0.908875389028  -1.401971789756  -0.000483962108  -0.908875389028  -1.401971789756   0.000483962108   0.000000000000
-19.444444000000   0.600000000000 -13.888889000000  10.000000000000  -4.496997323547   0.059616096132   0.265801751518   0.325417847650   0.279129686361   0.338745782492  -0.103045523795 -13.819147769628   2.747398211096  -0.748272154477   0.011160927413  -4.447410965951   0.788839613813  -1.029626828901  -0.011627828521  -0.788839613813  -1.029626828901   0.011627828521   0.000000000000
-19.444444000000   0.600000000000  -8.333333000000  10.000000000000  -2.836967324337   0.040109743480   0.119833377027   0.159943120508   0.121801634621   0.161911378101  -0.052152577016 -17.737351349239   2.224645542330  -0.244760727253   0.004065854580  -2.831388519378   0.657428750103  -0.609230044004  -0.012396603775  -0.657428750103  -0.609230044004   0.012396603775   0.000000000000
-19.444444000000   0.600000000000  -2.777778000000  10.000000000000  -1.132196183913   0.028648889756   0.041403008973   0.070051898729   0.040472496361   0.069121386116  -0.017630161196 -16.162248339526   0.808986330881   0.016971984828   0.006695144604  -1.134351540192   0.523012423078  -0.143819163388  -0.003571246598  -0.523012423078  -0.143819163388   0.003571246598   0.000000000000
-19.444444000000   0.600000000000   2.777778000000  10.000000000000   0.594903650201   0.026137984030   0.033429608066   0.059567592096   0.033996167515   0.060134151546  -0.001118445320   9.987035387341   0.262664235849   0.027645575071   0.018774961145   0.596944825745   0.379485210368   0.334275521447   0.014646421799  -0.379485210368   0.334275521447  -0.014646421799   0.000000000000
-19.444444000000   0.600000000000   8.333333000000  10.000000000000   2.309322787284   0.032779903372   0.096391386632   0.129171290004   0.102394122121   0.135174025493  -0.003896848019  17.877988113404   1.825244323272  -0.212892977532   0.039325587250   2.302781409895   0.231958714434   0.809869012499   0.041364522710  -0.231958714434   0.809869012499  -0.041364522710   0.000000000000
