      Beta             Mach             AoA             Re/1e6             CL              CDo              CDi             CDtot             CDt            CDtot_t             CS              L/D               E               CFx              CFy              CFz              CMx              CMy              CMz              CMl              CMm              CMn              FOpt 
-25.000000000000   0.600000000000 -25.000000000000  10.000000000000  -1.197430256040   0.032841019497   0.144017981567   0.176859001064   0.151197422502   0.184038441999   0.780785339257  -6.770536126736   0.358418987348  -0.659843140762   0.782375676575  -1.013528194294  -0.112383819691   4.052902566036   0.492992864384   0.112383819691   4.052902566036  -0.492992864384   0.000000000000
-25.000000000000   0.600000000000 -19.444444000000  10.000000000000  -0.800580511670   0.028071230164   0.115935975077   0.144007205242   0.115448151686   0.143519381850   0.848230439956  -5.559308718790   0.196763041487  -0.481468294308   0.829617927691  -0.679032021133  -0.128802281271   2.497974104971   0.522478690862   0.128802281271   2.497974104971  -0.522478690862   0.000000000000
-25.000000000000   0.600000000000 -13.888889000000  10.000000000000  -0.386901966174   0.024636602029   0.102489265395   0.127125867425   0.102390855736   0.127027457766   0.904686449996  -3.043455860024   0.052057782603  -0.352183890857   0.873650087571  -0.311470258471  -0.144011307725   0.797646462513   0.551611252629   0.144011307725   0.797646462513  -0.551611252629   0.000000000000
-25.000000000000   0.600000000000  -8.333333000000  10.000000000000   0.039642824523   0.022873598312   0.104482223611   0.127355821923   0.110684353353   0.133557951665   0.949278322727   0.311276107558   0.000545541883  -0.276996129234   0.914161232036   0.080639811162  -0.157656926533  -1.010108165227   0.580032698389   0.157656926533  -1.010108165227  -0.580032698389   0.000000000000
-25.000000000000   0.600000000000  -2.777778000000  10.000000000000   0.469683150771   0.023001030453   0.122764795194   0.145765825648   0.138701628884   0.161702659338   0.980530885548   3.222176039437   0.066907062943  -0.259187912806   0.950266076858   0.482811313647  -0.170239783932  -2.859038513502   0.607291914421   0.170239783932  -2.859038513502  -0.607291914421   0.000000000000
-25.000000000000   0.600000000000   2.777778000000  10.000000000000   0.896405460863   0.025007386464   0.157062512804   0.182069899268   0.185540128735   0.210547515199   0.998411494261   4.923413834283   0.195114055723  -0.300075609564   0.981814176260   0.882900482613  -0.181108265757  -4.694120654888   0.633092495691   0.181108265757  -4.694120654888  -0.633092495691   0.000000000000
-25.000000000000   0.600000000000   8.333333000000  10.000000000000   1.313013340992   0.028727854237   0.206934985858   0.235662840095   0.250595857811   0.279323712048   1.003948468582   5.571575647912   0.323418524573  -0.398776659182   1.009481734697   1.268612367430  -0.190944370351  -6.460155577754   0.657876266082   0.190944370351  -6.460155577754  -0.657876266082   0.000000000000
-25.000000000000   0.600000000000  13.888889000000  10.000000000000   1.713013388107   0.033780427177   0.270652862728   0.304433289904   0.333586527080   0.367366954257   0.996798968775   5.626892475019   0.426134890949  -0.552296823202   1.032065735306   1.628039071114  -0.199221841937  -8.102878799178   0.680624519798   0.199221841937  -8.102878799178  -0.680624519798   0.000000000000
-25.000000000000   0.600000000000  19.444444000000  10.000000000000   2.090029028184   0.039666318758   0.346137134720   0.385803453478   0.432691709876   0.472358028634   0.977823134902   5.417341419169   0.500560120370  -0.755717782423   1.049256306389   1.949655242177  -0.205967194174  -9.570719823984   0.701128652639   0.205967194174  -9.570719823984  -0.701128652639   0.000000000000
-25.000000000000   0.600000000000  25.000000000000  10.000000000000   2.439066832441   0.045821310978   0.430855820656   0.476677131634   0.546597372701   0.592418683679   0.949280885469   5.116811087790   0.551748047385  -1.002850215798   1.061793119369   2.223575750181  -0.211401545225 -10.818909314227   0.719726259123   0.211401545225 -10.818909314227  -0.719726259123   0.000000000000
-19.444444000000   0.600000000000 -25.000000000000  10.000000000000  -1.314598927347   0.029093528991   0.130908569287   0.160002098278   0.138383211467   0.167476740459   0.611146266320  -8.216135547566   0.477505733194  -0.603217921251   0.629552895111  -1.169214292511  -0.089438812026   4.929570648922   0.397137629096   0.089438812026   4.929570648922  -0.397137629096   0.000000000000
-19.444444000000   0.600000000000 -19.444444000000  10.000000000000  -0.898693735279   0.023758442732   0.093747413134   0.117505855867   0.093164834067   0.116923276799   0.665480593017  -7.648076163115   0.303865671659  -0.403582812191   0.666641560001  -0.810575363467  -0.102442784864   3.267587737326   0.419779326454   0.102442784864   3.267587737326  -0.419779326454   0.000000000000
-19.444444000000   0.600000000000 -13.888889000000  10.000000000000  -0.464013584412   0.020095456733   0.072642246932   0.092737703665   0.070011437969   0.090106894702   0.713636024854  -5.003505220342   0.102641448805  -0.257108624900   0.703805296572  -0.414413469483  -0.115278029176   1.438707881555   0.444114061910   0.115278029176   1.438707881555  -0.444114061910   0.000000000000
-19.444444000000   0.600000000000  -8.333333000000  10.000000000000  -0.015346458299   0.018386897798   0.068284121764   0.086671019562   0.069267665669   0.087654563467   0.750406016691  -0.177065625584   0.000120132397  -0.168526533024   0.736458546828   0.009175280424  -0.126634141695  -0.509236486535   0.466855337137   0.126634141695  -0.509236486535  -0.466855337137   0.000000000000
-19.444444000000   0.600000000000  -2.777778000000  10.000000000000   0.435978260556   0.018919125320   0.081772767924   0.100691893245   0.088790991354   0.107710116674   0.776760190986   4.329824839991   0.083455100253  -0.142308074528   0.765977049655   0.443395835196  -0.136820476970  -2.500823167030   0.488950389623   0.136820476970  -2.500823167030  -0.488950389623   0.000000000000
-19.444444000000   0.600000000000   2.777778000000  10.000000000000   0.882726259954   0.021648749836   0.112951360571   0.134600110407   0.127988164904   0.149636914740   0.792200168586   6.558139196798   0.255931886579  -0.179412770195   0.791824201217   0.875059677451  -0.145693029063  -4.475525407355   0.509953019216   0.145693029063  -4.475525407355  -0.509953019216   0.000000000000
-19.444444000000   0.600000000000   8.333333000000  10.000000000000   1.319395666256   0.026379096048   0.161145712638   0.187524808686   0.185918759937   0.212297855985   0.797903815653   7.035845952851   0.410401648566  -0.279072078048   0.814820784037   1.292596937253  -0.153440889378  -6.382723319035   0.530422832260   0.153440889378  -6.382723319035  -0.530422832260   0.000000000000
-19.444444000000   0.600000000000  13.888889000000  10.000000000000   1.736297892402   0.032630691599   0.224569073010   0.257199764609   0.264337685368   0.296968376967   0.792801980231   6.750775588933   0.518197878440  -0.437542952101   0.833204216330   1.680399943136  -0.160083048846  -8.149297005468   0.548960085460   0.160083048846  -8.149297005468  -0.548960085460   0.000000000000
-19.444444000000   0.600000000000  19.444444000000  10.000000000000   2.128793669592   0.039874165700   0.300977824695   0.340851990395   0.361145515832   0.401019681532   0.778556832287   6.245507521102   0.587785714762  -0.649973931924   0.847618758382   2.028095075781  -0.165601921024  -9.729789836534   0.565929779776   0.165601921024  -9.729789836534  -0.565929779776   0.000000000000
-19.444444000000   0.600000000000  25.000000000000  10.000000000000   2.488961003201   0.047367835799   0.386835105053   0.434202940852   0.473039606974   0.520407442773   0.756611716232   5.732252753319   0.630755643578  -0.909075676140   0.858001136661   2.322355662464  -0.169582574494 -11.064122143294   0.581248897610   0.169582574494 -11.064122143294  -0.581248897610   0.000000000000
-13.888889000000   0.600000000000 -25.000000000000  10.000000000000  -1.405712981515   0.025807900562   0.121946689694   0.147754590256   0.134285602893   0.160093503455   0.439043179338  -9.513836281349   0.591248497785  -0.559597808908   0.461673876792  -1.290087920422  -0.065129156843   5.610848105411   0.291561384095   0.065129156843   5.610848105411  -0.291561384095   0.000000000000
-13.888889000000   0.600000000000 -19.444444000000  10.000000000000  -0.974968390160   0.020070954539   0.077679569070   0.097750523610   0.080776571343   0.100847525882   0.479180150908  -9.974047750931   0.429912130852  -0.343541448783   0.488634399881  -0.912659761315  -0.074698187663   3.864877054117   0.307755715673   0.074698187663   3.864877054117  -0.307755715673   0.000000000000
-13.888889000000   0.600000000000 -13.888889000000  10.000000000000  -0.523688982873   0.016181961831   0.049989388024   0.066171349855   0.049601286222   0.065783248053   0.513698005238  -7.914134803335   0.183229164875  -0.183050393162   0.514562799066  -0.494198460430  -0.083872774108   1.937077519104   0.324494378749   0.083872774108   1.937077519104  -0.324494378749   0.000000000000
-13.888889000000   0.600000000000  -8.333333000000  10.000000000000  -0.060300540336   0.014598445824   0.040648598896   0.055247044720   0.040217348158   0.054815793981   0.542551292745  -1.091470876714   0.002909719182  -0.084532786892   0.539950236480  -0.048561779626  -0.092524660310  -0.109122322662   0.342049327497   0.092524660310  -0.109122322662  -0.342049327497   0.000000000000
-13.888889000000   0.600000000000  -2.777778000000  10.000000000000   0.408083401507   0.015482281235   0.050173753101   0.065656034336   0.052131986671   0.067614267906   0.562625505123   6.215474413505   0.112134934765  -0.051455568306   0.561936111812   0.411060053005  -0.100080761912  -2.213494369472   0.358418691247   0.100080761912  -2.213494369472  -0.358418691247   0.000000000000
-13.888889000000   0.600000000000   2.777778000000  10.000000000000   0.871884573867   0.018827328378   0.078676959334   0.097504287712   0.084718992915   0.103546321293   0.574559866462   8.942012647095   0.344676754401  -0.085466440791   0.581166396970   0.868763456270  -0.106540927511  -4.304208402027   0.373991913612   0.106540927511  -4.304208402027  -0.373991913612   0.000000000000
